央视频道,#genre#
11月27日18:30_羽毛球超级联赛第一轮：青岛仁洲2_3深圳川崎羽众_青岛仁洲2_3深圳川崎羽众_[回放]曾逸凡1_2孙飞翔,https://mgev.188766.xyz/play?migutoken=7d426cc8bd0292cd4b6d19f8f1861208&id=4Wf1%2BiNjB02KFW1R5Fomxc9xN%2FMYu6bG%2BgnIrEvfB7R3JCtNp7Y84U4qwrwHEl847U58IL6UNmdDxAhgNFQmZTV4lMCkFCZiigCvpB1lAQANJRWvAlUkDGdUguv6bEzqKQgBqQMihkUZzGOBGKUy2LYEZ%2ByHL5gm94kG7y%2FXOO4%3D&name=ca5tPF7wSJ36z0EdIzgNcSmLQc%2FNqeJwRwcXynvOz7UHHfTd244lRvJeQxM9JAJJsXTtdGZYeJ%2FoiAgoz4RF42co7%2B9fqIX8P6aF4PfUMr1A5BcoZKkASgibwqTElMn3T4RwtPJH0P7JK44D4DmOM%2FMvlSC%2FK7qSfCVvCWk63PCnlfVCQnwIClKestPg1J0vgyHG9XsYtGStiGPhQaoqUJ4BYohK0hNV28KNjU8M%2BVI%3D
11月27日18:30_羽毛球超级联赛第一轮：青岛仁洲2_3深圳川崎羽众_青岛仁洲2_3深圳川崎羽众_[回放]吴文钧/刘嘉悦2_0朱浳桦/李书勤,https://mgev.188766.xyz/play?migutoken=14659c31faf27f90a085bf7e7e685192&id=OSUKpWAvw8yjtWGPwl0Uh7hCVAUvQojsKgMkWxs0aSDsMSu5iRyGGNA7AHc%2FWYU0mOHrpxZipMO%2BDMMfwTHD9lRHlz4VsoI4iezYe24YzMyJ%2FwaMIPS60y73rv%2FnHIMq4Ay3RHsE1eN%2BaE6LpdFvuG%2BzYg0Q0O95Fr%2FABoRmYkI%3D&name=FW4TiUru4khOD843Gyl%2FO91NDrsSJyG%2BLjq2eQCm04wyEdmDRWuCP%2B03Y4UFFdzcs9D77aot%2FVmPEffM%2FfGoAj%2Bx7u2%2FnJKYoSaNWFcketjpYMpGO3V7JhYrbY6iaAgPTG9ht0x%2BpiPfxc0RGGiUJ3nKmkDH1nCfxM7d5xV%2BRlHL0E3WtpDLY8DXZWDlwjuYV0nhPIFZUcL8DKr8XniAciJHub2IvJh6q32kIUvzIfXHIKe6j9sXpkDvqkbN43Xd
11月27日18:30_羽毛球超级联赛第一轮：青岛仁洲2_3深圳川崎羽众_青岛仁洲2_3深圳川崎羽众_[回放]吴拓斌/桑绪帅0_2吴意峰/吴意高,https://mgev.188766.xyz/play?migutoken=a2cfef54278b06fd936ac323de5d0f28&id=aIWFGBXo9GGGxDvi6R05WHdaQO%2FGYU6WnB40ddSsfi2P75k8%2BLpSQXNjeL7e9BbvBEVUmp5J790IMjpnFcs1o7DwL95Qx5rLmNak0w%2F26CmTSAUVcFkIEaERL3QRlGxVav1CFtq%2BhAEsn2BWABgvaGGETSaZz8txWmG%2FDCBOgkw%3D&name=t%2FxIeeiTPGfCzAbx7aEVz8qYsfLEf06V4nk5Sq5znG3dZp734Ly6reNeYZKyDiVBU9T%2F0HWlbbFvo9rCsKjBvTBaSdSM36M9o1qtr9SGU41EUbnZG3Y0Tn2R6K%2FCz5Dt%2Fiu6wuogkDsm3a%2B1rg8T9uUowaQCoz0xiFzAtgXFMQMvYxakpDaqOQXazsjtqcQgQZorklQU2zjalez9r3PAVos2QHpUnDjfh85BlnEfYPhnlBrj4WoIEjzQDsr1sSwJ
11月27日18:30_羽毛球超级联赛第一轮：浙江竞体0_5江苏羽超_浙江竞体0_5江苏羽超_[回放]陈奕诺0_2何冰娇,https://mgev.188766.xyz/play?migutoken=2b0819fe56d5781775caadc9e5474224&id=qiOQwy2TpRZBup7c0UAXajOHcir4xS2775jODyNCi5BjkTNOXJ9sNHa8ahuTBDz7ClGHFAl96YNYMYdN2PlQhjegP8IqBF%2F9YCKc0V4Mgj9Tz887P6w2Ejs7OW8YijqaYEIhvr5SVNHNfIuMWlkAzNGDLx7hlqSv2kHowybsoaY%3D&name=XfP6I0eYVCimA74wTJiheFQV0ce%2BCGTRwZEY2QtCfHleNXcu3q4bUl8aIwo%2B33WG9afU5fFQfgJ0pBkzsInQfSycdKcixZbn7%2BkBGfzlz6fJk88SZB%2ByCqSN9RwAyPliXNblUl2lj%2FfBX7a8sr6geaQT%2BJpzrfyXZ0MwrITqjtMDib893LCx3GbOJC8hiXeM8vx0XP2xvrQdTwaQCaN%2FUg%3D%3D
11月27日18:30_羽毛球超级联赛第一轮：浙江竞体0_5江苏羽超_浙江竞体0_5江苏羽超_[回放]陈樊淑湉/郑岚0_2张殊贤/鲍骊婧,https://mgev.188766.xyz/play?migutoken=273284a28a58e9d9e74278e218b5e36c&id=4L5bO5rC6XjrCf0k520sv5ZjCnp7ICW7JC%2FH41fe3Mtmt8ifyOYWWFFMisIhgRxx4p64Zw5kOxrJA1YgP5VHH%2FCO7JZP7Hs971gC50AU3C6H5aSizXKLpY%2B%2FwTpzF60GJ4PcBQsk9OeRPGNpjtyzSyHT1lsi6%2BmyDXprMsYSDIg%3D&name=5Zdhg8EdwNVRJdosLw6YAlZd%2Bwu27%2B2eY%2BTxWAI7n3WSzhHaqIyqIpqY35g%2Fb6vw%2Fd5q44NknNh4XH7%2B67Wx4zQYcvdECyiM0dfdvH8BcPSnn1vwe6PFGQ8yImA2ds8LVwzsToHxshpAfBKqI4%2B8LeLkTUDiQj7iTG8fEmJvMOitlQMaIsj8x0PfKC%2FPwvrXcF5%2BrpViG8hofMDzaueMSSbeVvGn%2BPj9FRjk%2FDNMN9Q%3D
11月27日18:30_羽毛球超级联赛第一轮：浙江竞体0_5江苏羽超_浙江竞体0_5江苏羽超_[回放]肖高博1_2陆光祖,https://mgev.188766.xyz/play?migutoken=9fe95c1d1aaad965f317afe18b69657a&id=6w84AjvjQGynQug0SRCpFHgT%2FmCyL2PaO%2FijBLn9vsKuEbWXYgKYWcTrRAkJe3mXNBs8kdjvUv7QrM%2FPCdzEL%2FoqrVxG9cxkfMgDTfw4cXT2wEQd%2BuPT6ungPWxH5zt%2BDRzbhtEoJUAHJ%2Fhp0JVpTNuQaxlyCDaTo8aXasIbTBA%3D&name=TpUYeID0cB8PwaxF27qHtFH6GWmHRQQ%2BfKCsHhXHAlEQAFTb8MajdDm1wQgjmmxT%2FhALuFN2PtJk0O0cMbmYCZQ%2B5K7431tXplb1ch9fBfHUnydmE1iRaxF5daGieaO83ByIufCiUuMYTzeGfqsrz8sDI0rjq%2BC4cA%2BRMT%2F2TqWg%2BUKd3k%2B9YhqYwKDu2pPeTuv9WByV6sTM%2FNQx2c50gw%3D%3D
11月27日18:30_羽毛球超级联赛第一轮：浙江竞体0_5江苏羽超_浙江竞体0_5江苏羽超_[回放]廖品逸/吴梦莹1_2陈柏阳/鲍骊婧,https://mgev.188766.xyz/play?migutoken=83969dfa981f6fb5a94644b0473e5a4b&id=b5jRs45IT%2BQXJAveQGGswTdSMBDzZNfg94XgySHXNNug%2Bv1aWpmSeAlwnVEdz34ag1FGoKxAiGvg4bvPnD3FSQU7VORtgK%2BC6VnPtmYH32q2mTZkD2xi5cayD363VzFlNEEMAYgQ4VdXvOv%2BtsdUNUph%2F3foocgDsposCjzZWmU%3D&name=%2FNz%2FeVTooJhqMXDUuwvZbErEOfHq7b8vw1LTWYTsmYroGR1fxp1rK8olGF%2Bk2%2Ffm%2B32NQO9AblFo6s%2FQkD2xnRdl1eZSqu5dzJiYM2X0x%2BAeVMpWS4ahlQaNBUi4Vvgw3RbRz%2B7Y2C4%2FNr5BAvZ8CQmmx%2FJssV1%2BwKgiCvinWDFPokAfReYoacsvb%2FL4PWXr8QDFibvnes4VI1jVYOaaniBBtXYAJwTO%2FX2eihp%2Fehg%3D
11月27日18:30_羽毛球超级联赛第一轮：浙江竞体0_5江苏羽超_浙江竞体0_5江苏羽超_[回放]王昶/陈旭君0_2孙文骏/黄荻,https://mgev.188766.xyz/play?migutoken=d180df84187ead5ee3b9621c81000c06&id=qQiSQbuPUfRivIZxOzk9ZnAnApqZdU72erVxyQpjRbuObP1o65zrdfXC6Dfvhdg7SiWk%2BGpVEx2ehm8hVssQ412SslDA3%2BKL6%2BZnZRrXSeKW0fnB7INXNCRz%2FSYVQvE2S0NN1QuMsEufzaNx8owiQJLiOtWWdglMIebGRuvFz3I%3D&name=c4%2BoysM8OJ2JuR%2B3bkWW9U%2B1463d4G1fjo19PS9GfaMLTHFn4VOxLCtuJA4a%2FeQ7AdRSm24eh%2Bd%2B8G2M%2FI9pErThLBcBVMFLEo4UJkNyEcLFXWB7JyvqPt%2FlWioSBnbK%2B3lTqs75V0gWK42OkrqvXpUjdzIW0p7FTl411J1Q1MusI8VwWLvzKkRspARLWeX1LBdLVgYFyT4aXy3ghZLusQxCx14boqnoXm8%2Faz1DpWA%3D
11月27日18:30_青少年U系列小组赛_浙江广厦vs青岛国信海天,https://mgev.188766.xyz/play?migutoken=87a79fa13db2830c99412141b7062ab3&id=itk362I4ZYSSaHFqZ4ETyz0h%2BzGnCld%2FgY4pQEjeqElQFNogvHtl%2F%2BGZSoCBGADMzp6Eb0c6CtKtYMnrTvkp6WZ%2FtURO%2FQfEWtbSq4SfhfHlejk80c1aD2Dielao0xNeajuX1TWowEl3YlpX7eEYJNXOfj3Q4uah%2FHiouOqfvpaTBqtYYjtcumLa9rmOLqrxcU51SPXIgPnvH4CmYOvcVHSNvwscw72o54T%2FnL5u7zmWfPJnLPjJ1nS53vHwGqzlrHEDCyckqz5omq0fYktKny%2FvADUPPDIGqiYyH7DAj3IsLwl%2BUWc6816xOWeTNBRE&name=jaBZmTIVBhGN4ZwtPOOVXojGnZ55YjJOG5nMdngW0zaEIYvI4ETqrx0swmDPgoKNcRqvNZ0i70Tu%2B9rhcRQ3YH1JCQ81FIAcXHmhxA51bCh49grrFvV%2FiZEqETCSzklB
11月27日18:00_亚冠二级小组赛_拉查布里府 vs 南定_全场回放 (盛斌),https://mgev.188766.xyz/play?migutoken=b316090ca94e9e4fd6526b25dba17ed2&id=WTqvRfRrbFTMMr243CjmUkaolVe1s3rl1FOHeBoQLfNrm22GD0S4%2FKcC60O3AR%2BZh0F38dC2Ea6FHMnhvUy8SksjsNYNBkHcoOChel16LzB8Lp6Dk%2BeSsVPxj16BvPytUJ51n%2Bd7D%2BYvX2rWKjiAqambzaaka83hQ9wPchzKEUE%3D&name=HrIbFj8nS%2BSRhBJFBDpxeNf1H7vWAp%2BV0gmG%2B9xg%2BEjwUTBhA%2FlgpnT5P%2Fn7iYMcBGV2%2FLD4F%2BPSbl%2F9I%2B3KuRyzr5Kog6KBCY3ML1hX2MTnXw4YDUnyUYCIUd%2FKp6ygY7ggVXM0ToLjLbCn1xO5KA%3D%3D
11月27日18:00_亚冠二级小组赛_香港东方 vs 大阪钢巴_全场回放（刘洋）,https://mgev.188766.xyz/play?migutoken=bea6d635ec1252f6dacb00f9e8c36c20&id=%2BDcCOxKhSg8W0%2BsBsqR1nl%2FwMpKh5SjCeMj97PTNKUJBzPkG7ashqggAT4UoJT7XpUEKm6KhjosCe6R7VNGRXnntuPeKGV7LS%2BTA%2BoYO5jrhPHUZr%2FRx2V2Q6etMmuaky5d2MXmk%2BQ%2B3pybiJgcq65DCmsU91T78d%2F0640yLhXA%3D&name=fWOfTZfBQJsng85JkJUwyyc0Cw5YOD7oOjkreTuTjjWcdDmQTID4VzBn0mgQWHkRbbcIa8zyCYgQpWBqPyyDamqP%2FAKQNsXLKNy5Q3lfVKGHUZoHPvyaryCkA4MrVG0%2BODYOgu4CQvSj1NGZfqQw2g%3D%3D
11月27日18:00_亚冠二级小组赛_浦项铁人 vs 曼谷玻璃_[全场回放] 浦项铁人vs曼谷玻璃,https://mgev.188766.xyz/play?migutoken=12445af0460a393eefd3ff6345c52cbb&id=cniXRF9ztRFX4%2FE2GNf2PlFFcobSQ1Lzi7PNnrV%2FLsf%2F9ysdq29NyQgvtWy8KoAEi1I9%2BuaCVpWn5qdCGmXHNsCVtwEN4XAop0GoknmP%2Fi%2FolboCzT6ISxHwyEksHn3bkks0okb9x8jzYpaUf9lBR7E96MFuXJx1AWbfqVFPzOE%3D&name=9KhmpBzFVQOILxEQKGUWGJ9%2B%2Bd3nRiaANTHFHBd%2F7WlQgVvE8wiWMlVHwpOilGfcTqlQbitBsGDMGsr6Ed6NNHeN%2FMX2WUZYNW%2FhQ9DybJvdWaYh2T9PfSSKq1vR63gCnLvK8%2BEJuE4X4FK%2FGVCogZhQiiafjc%2Fszml591vahsk%3D
11月27日18:00_亚冠二级小组赛_浦项铁人 vs 曼谷玻璃_全场回放 (吴子越),https://mgev.188766.xyz/play?migutoken=3cd2a44423cff8b74f6f3657437e6b10&id=ysvKu6YqOcmRYEhFNiH4iBBlma9nuShNQRFvMmCDlntxs8uEVVzZn7j1tMAopUk%2FnUjW6qWROFnMhmtwGGxN1H0cuP0vTNy07WkbkMcyQcYspv%2BQMG4Ha3tC5Pi%2FxJdS2m%2FppQgtpYFPdIOMZLiCIZRDBWzJC97wHW%2FeS7DSwOo%3D&name=CeFjXfHxA%2BqpR2FC71%2FxjMWyrVIo5vwZN5BdYZxGkvgxpROsP19w0e8WLjw8o1kRUniJlJixksmmogHSkg49A1iwQ%2FVzgD3egxe8ftANlR071A3%2FDEBSYfAIwl5E%2F1bnQInDCk7S5gXEem%2FdFyqj3A%3D%3D
11月27日18:00_男篮世预赛非洲赛区_喀麦隆vs佛得角_[全场回放] 喀麦隆vs佛得角,https://mgev.188766.xyz/play?migutoken=5a1a76761ccd47257e730af5543b4f37&id=q4l4qA90aXnMytg9JpZNwRiRHSd7KNzrkp2ktZyW1FoGcvO0K%2FtcTPsBIuVFCvJNtxDpfAvK8xo97hElkV9l3gIJWhqm9coMAu4xOQvrWlczBwZSt4%2FwbPNO3txTOoaGhYdFEO9984WrPMSi3oH9EaSdp0WonyBSXYfWayTWdpw%3D&name=ejz7xTbOXLagK3sEjckNzAffYHDuj3UMZ6eKLKaTihp2f75%2B6AJKtzzzfEaxjtAEDXC3E7zfOWZN3bAQdPY1yZFli3cgl5PMlGGbs6%2FrFondYbrMAoGdFopLTBwLJ9toEOM4odKFx0mC3%2F9keuuPbUgwQh%2F1flzOh5Oqb9oUfjw%3D
11月27日17:55亚冠二级_东方vs大阪钢巴,https://mgev.188766.xyz/play?migutoken=31e86c3a1f08bd1791c246a681ef1d9a&id=TqoZGHKzOtu72onbGs3lN2vqoKtuXRGmQ%2Bm1hJhnQyyFQK1W63TNXao7REyzxL%2B45jqxUrxPZus35Ofkh2j7kfcdi9JsNlEh0kNviYQf3zCi63fWGpD22kie94XPgs2obCxM5v0GdugujMUAWoRfU34gQ763w76fZa8xOxgP9r%2FnRDBBcdbG5UmfBN8BnpW%2BItZM98YduYXtE1SIss0oCqiR17X%2B%2BGfjXhsHAEdwHX6X08m16pTkDqSGfHR%2BiP%2B%2BIu32VmN7tkU1g%2FUxfHSQ%2FdJXT%2BkHK%2B%2FK%2Fxn4gl%2FJhrQNIeFNAWl7c90ovtbVNP0YT3IC4VmdMWKgwsLPF8fmgyLQIU%2B2j6%2B5dtvUGV7F2FWTIRbbv2xCcvo0bGE7fjVwpfE%2FaIlgEPrIgb7dYQR51Q%3D%3D&name=cOJTzWzG%2F%2BvmbwprGlqcEQEBN%2FOhHyATDIZaR3n%2BX1WLTa9uX%2B4SnZ%2FI%2BNm9sNl80%2FbkWi3R5XIIXXSkcJ0ALbzPP94iVJEk2jeADaOsHOE%3D
11月27日17:55亚冠二级_拉查武里vs南定绿钢,https://mgev.188766.xyz/play?migutoken=81f660570da8b5a843b16bb6fa21c7a8&id=hmYleAG99%2B3%2B9%2BTym3QowzFb6o98XhfgStFqxP2hY5yyymlfUmhzKEYzS%2BSDS52dcjpFUo18pkbBBm7pMlii1D6IJID1hC8Np7eitQ9CorCpP12Og3upmguFZr5%2FltYh3seEolTLyWy83OkU1yVP%2BiPuytZt3af%2FeqfBeD7TqwooBTHejzBA%2BIRrzgusV0U5Sr4atoIrf6XG9tL3AWBtxomsWP%2FSILQT1%2FE4grqTybFXFgb4%2F%2ByLrFIeRHoUcIXH6MS4DHuk%2B7cUCXVnuUxx6XKEBcKh2MLDv2P4ozS1ZmTa2%2FaLGxU3fZvEMOj8LGeLUCQaFrDEHPfrIn0V0xaQYbCzKjI3cVEXklQQg3V6naoGhgLIJqG9Aq2CYbYL0KAkJfMNkGtWa7w%2BGU0T1FPtmg%3D%3D&name=JI5ulTvUwGeAORDvSNvyYYMRDiZsfqfKKOshC%2F9DfXzQDvMFyM6CU1oOPvuJAxX6lTSLVMfXFYV7VEbXY25Of%2Fe%2FKOvsOnF4OKJdMghREPc%3D
11月27日17:55亚冠二级_浦项铁人vs巴吞联,https://mgev.188766.xyz/play?migutoken=8ca9292bff607732b388af35d49054de&id=wNSgC7S8h2yR97DPZyCnjVSlkDwPnRTExCdIXHILu2GfAkCXZ7QFn2IyCnc9WW9biXdO49XdTGkeduZARVfTXOgxaLPVMZOd07J1qrHHsscCJ25hK7EftQAq%2Feogs7SFyhQYnYuOf734ppvQc1jYBSyaDM1xnA7fAmmcU3tjZrntL%2FsjnsW2X0zMiY2JYcxxiFHRMK7Axa6udoXeSnn8hCXrDrLb87SbQXpN0m4gjOd6BeFL9%2ByBTXxbaxrVS0GTVYxOW2g3onb5ARUnuwDuYnXFUibG38oRKfcZCMFzdgJKda8dxZ8QKDl0eQNZIgprMz9fbCqpS5yrg869RyJ4xYhu4ZOFlPBq64v4KtN1Yfef60XbE7BvnlvFFKTJeVB2QR1D%2BEch5ACUEiFhaYfFXg%3D%3D&name=5PN4MKk4LZiGd%2FxhO8Pivs%2F%2BtyS8lEs63E9aXT2KZaCAW9o84JYJxgpFo1f%2FldYwsjxLiPSo3HqnM4%2F678puDk4NoeUW1wuXi3PLGgr%2BFkU%3D
11月27日15:45_亚冠二级小组赛_麦克阿瑟FC vs 和富大埔_全场回放（鲁靖明）,https://mgev.188766.xyz/play?migutoken=27a44c68cc3ac47dccea4b436588f3d1&id=UXypkxTf7gl12iEfpPKkpQTfbn%2BCDm7q0cozfPruguJLG3Wd6zo1bZID%2FvgMnHGfXvXOBpndSVcwj7%2Bx%2FUtZwm66F3Xy8%2FifU64T9Ib%2BTvMOTUrCq2%2BWcDcqUnIbV%2BlTymc2oG647uyrSuTzjrNII7ZTn8teIzt2juQ0%2Bi420U8%3D&name=8iTDRCLq0swlkvUOBh4FSmpmSj46uiKRzRCfcZHzXF4r%2B7MjOSuJ1amaT9QZ%2BhSWzZMAXbh%2BYVh8PsC3AX6ix1UsEyd28bMZzptga1EIy3IqoHYh%2B0MS5Dp%2FNYTqd8rZeda8qSUpEN0hlOLmwQ9wr3FqUMRPh%2F6QkEO7ITVoCB8%3D
11月27日15:40亚冠二级_麦克阿瑟FCvs大埔,https://mgev.188766.xyz/play?migutoken=4aa3864a1f106b130da0707ede58b0d4&id=dbbHluXPkvkW0hmFB4qeMX1B1HtUrMj%2FXSL3iZxDGD1vx4QvONyrQST2xZl%2BtYj4LoGC3Qtx1v8tiDze%2Fh24WFx6jeTpyMX3HzNZKS4H9xsXhxXNwEog%2BBaaSIUJZFr0EV6r8fN3BGX2Uwncpn0l6ihkkGE3uEk2KDzvk1%2FimqZFJ%2B5n2b7%2BYIl64LKi0saVv0nEPtYX93nFrusk0Ha8%2B9ywci2hBlAYmv9unuN8Tjwd9cco834VOE%2BTaX65D5VISuTv9YfhpPpmr5ROJFtGmpHjIzfh2BRDgPFCOYZMBadpEGc4dySIQN%2FT1TvJDBxKzfsOhy9cCx9g2DelaSzZBJqoDN8pFEdwjumTzX2g6PNdg9qpAGwJDFirvGGsn926Ihc8Tgw7iDQ%2BkLEClhp%2B1Q%3D%3D&name=Nrlpsk99LQY96BMT7AgWsLx0up533bJnQWi92cXo6lYiCm%2F4r0%2FXO3Sd3O2st9C7o%2BsktY%2FA23TsX4vlDQOWOy6bisZ0rTtCHQ%2BVidhdU5s%3D
11月27日13:40_2025/2026赛季国际雪联大跳台世界杯_单板滑雪大跳台 男/女子预赛_单板滑雪大跳台预赛_CCTV_5,https://mgev.188766.xyz/play?migutoken=d3a65a9f95b387523668ef2fc03660e1&id=9b3U4j7lIA5UdHGZ5ODFre9F9vy7krm%2BNy4Js8avi6G9Gy3m7kj%2F%2Fatg9aNPL%2FLld%2FaicjZIO%2B8yEjJ3ngWuVNUOvGsTiTo9GcAv0pY2fNBlSyCWFl3C%2Bfy8f5TtTqfFardP7Rf%2B78m01Ob52DECa41DcWZkjnufR8oJw%2F%2Fz7Eo%3D&name=DMHghjSodkLvyko%2B2ChuXz2xXb1LFraOHN5kdmrwROXE14qDi3FRcfiAU94mr3cueguzBzuCDwsEyED%2F7efwkeoHsVDtwGCRYQUdlb9s5G8WHAHEm32kCmxoX6MlM3HRv4VFUw%2B39EVcX5xDDcAvCIVyQYMviAzsNExYLzz3uarW%2FUfB6UupCE2dJJfMEwNA0c5jr3MDegiaPLwQwUr4fw%3D%3D
11月27日12:00_羽毛球超级联赛第一轮：瑞昌碧源1_4辽宁极兔李永波_瑞昌碧源1_4辽宁极兔李永波_[回放]孟令昊0_2翁泓阳,https://mgev.188766.xyz/play?migutoken=5ef86f2cf7a0fe1d3d3ca58fd5e56732&id=lVjuwscPzAvq7FXKE5npN61d5B1ggw9Oi11qYRW0BIzyWcJpBrk9bX6OTnVxsmArFJlJ3UEiuOcjcv9KbR2h4iJWCjTGKJYWn0rZMtfG%2FEsLwK%2BLlWCNR5x5mueCGF7ebtdQtNEUHhFfiEgwL7ESY0B54p%2FAB%2B3PNjowMDL3gdw%3D&name=7b0lHIyShO%2FwxhZ6LaTp%2B8KVlE2WFEAMjchuEF9GWN%2BmX%2BrHPsUQhaYOOITF73BUtzJPHbhALcbxgg4jpyoyuKK13e3cIY0ffLuL2eRXJOLYFbMHv%2Fa3gqjgRuJb7%2Bfl89YQzcigu%2BLBVxdWAGE28i83NDh8Mb%2F4XgKCZjFnp5y6IZP%2F0eejN1mMpOLnnZY8sbyTELf9AaEKPJqlIS%2BCzauj9%2BThVXJN6KwGGe70%2F5g%3D
11月27日12:00_羽毛球超级联赛第一轮：瑞昌碧源1_4辽宁极兔李永波_瑞昌碧源1_4辽宁极兔李永波_[回放]谭宁/陈芳卉0_2贾一凡/李汶妹,https://mgev.188766.xyz/play?migutoken=7ee8289298058eda0ef1c296cd50dfb1&id=mWjmY8T8VocV4AjRx5JeebQ%2Fu9BkC4IAiUPW3rL%2BGpeeJyZGqd378TETmOP96l1j%2FQy3A%2FENijBlhwMDcST%2B4uGh9Yn9FpJfzzHpv2FDKXN5eFSMNophdJNZ3xyhccWZc0e41DgDlyFT1VG8O%2BHI3nOJUfwSC3dxqX04h8QupBg%3D&name=N9pbrP6gUiSV%2BXv8%2FQngl3oakqDIY%2Baiy8o41k%2BPJM7ovSnllrsPml9nVVfA3qYXtJp2biDrQVQKc%2BdBP0jwXs9SuBenVfadccTHdySix7C6LwnRJu%2FHrgfzUIG9xomoa%2Bjsp0y1q9oz0ltaWgJrlWKEeBLsfm2q1jtZY3gIECDGWIAmZ4snKpmMdLAg%2FE7u6WBQ8FOSKZ0MJCPQ4ltqMdVYjAHX7lbSvtoHbW%2BCaocJhBsvkWeuBGMHFSRBmRaq
11月27日12:00_羽毛球超级联赛第一轮：瑞昌碧源1_4辽宁极兔李永波_瑞昌碧源1_4辽宁极兔李永波_[回放]程星/李茜0_2郭新娃/刘圣书,https://mgev.188766.xyz/play?migutoken=43021bc1a67535be50df1c39217e1151&id=7quT%2FsuiKwL1EFCBfJpreOSqx2p4xjXHwVuaM%2FnryqhMcN%2B5Yl7LoeTms%2FKFhUwN2SA%2F%2FHdzHkcyINNXDxfr6N8RYyaLDCaOhvgubBicQI0Pr%2F%2Bfk8cZA7yEzK6%2Bz8XJNNsroz8MwtR9lEJ9OSK4w6PRPHSmCW0ZWk0Tv2Bgfzs%3D&name=Xg4dmjSb6yysORMx7ffLZuwZZ31wruAYmznUx2UPPJUvjpUi8dAAgD7C94tR%2BMa4f%2BNEdKqI9rU8Xws0Ft4Ks1RFYja33WmdexUule4mZVhEW9%2BvRgYgIyl7SvgJkS%2BdFTjyJmQ7WiIpF9hC0Vdr2SX2mTgUcgFy4laEbaoM3P2YDle8A8FGPs4%2FTr%2FX28sfbUci5XdhLc%2BbJkghU%2FL21MkhmnbnqbpuWwLT3VzftCpas1k3cgnhJC7MAu4u9cwZ
11月27日12:00_羽毛球超级联赛第一轮：瑞昌碧源1_4辽宁极兔李永波_瑞昌碧源1_4辽宁极兔李永波_[回放]阴伊晴2_0陈昕彤,https://mgev.188766.xyz/play?migutoken=50b9c98b70a16a142b0fad6fd5df5756&id=sJYymTCU8cBbk7W3GW8tylWPcCtXbSJGX71iNCUwoTTbvgeLtwmZjUMVtuCSaRGOqYu%2BVdG16HGgrv%2BIIK%2FEiXzCCukWOIdAsrLyEAEYntBeZXKDpVyzUc8kXYCBmtcodmknseCowCi%2FmycNgMHqGIunlPvHPzyeQbXsSBMORlk%3D&name=KzHYNYr%2Fw1nHZpagf2X2KnnMa8TKhzXd8TOXdeyk%2Fdtu%2BjmKIFZFH1nhV7lrXu0RrTX2YYcL%2BjNazK7%2BLAHKCZJvG0%2BSOHTTgA9sZj9IrCcLkvmpGo8pfhh61UcftwoJEiDsMUc%2BaWu%2BzHrLpAXeP124Fo5h0E%2FIcOuvhI0VeaukKE6aw1WIrEIVkY%2B3a5gliNI7y0XmEXvQL1Hl6WhmUiguClw9AScPSdV3Ogkj74I%3D
11月27日12:00_羽毛球超级联赛第一轮：瑞昌碧源1_4辽宁极兔李永波_瑞昌碧源1_4辽宁极兔李永波_[回放]崔率圭/吴蔚昇1_2任翔宇/谢浩南,https://mgev.188766.xyz/play?migutoken=e1dd924ca8a0035fd1fa64e2ecb4895f&id=MnWrZTV%2F2RY0NmIkBZg17Ph8s7j4g2WPH%2B7kNzjxBQjq8AuiBjQRAgakL4VEwqqn8mnzYq7a6TCtk4ZcrqW5p%2Fm8pIl5urQodVmCSekPV9%2Br6GTBMCHw9Y6wyEFR9ZjPlycStaEQdTUn1dHauW03AxbdNF9W9XDY67Xpi8Keav4%3D&name=KaC6icdelBy2%2Fm7P5yNVmGLQBeR4GwmHDxTWQGYTU%2BpJvoBFqq3h2ukDz%2FNpziQQAH%2Biaj%2FTrulOvmcFgnzXhc9Ao0A8njPcI%2B1Y3mhM2zaGIWN4KWw6Fn3G4RjNtmV1Xgfc2aYLm904VXk8P8lUiNhS0kKvqYKPg9h149aYnDJAIyJ3I6JQ9FMsOKXR06soXZjiY5pQOnObr%2BKaKaYTx8alJg3c1bUaQnk1gl1vuprr%2FGceuuzmqThuHET%2BoCWr
11月27日12:00_羽毛球超级联赛第一轮：厦门银行4_1芜湖兴航_厦门银行4_1芜湖兴航_[回放]韩悦2_0罗盛萱,https://mgev.188766.xyz/play?migutoken=d59a4838edbc946a0635cc0d2d85123a&id=Q6Ym9UvGKON90nK2aR8lhSxQCftb4zRYbarW4%2B2b9c1jmfQmuEoknr4r9j8TkHP5i30OGHY3x3g9RD0ojsiAaH0NTfXWkj89hI6RWjYr%2BaXEy8yGaNBOAP9jpxBOrSGVfihQLNk6VACw%2F19VhUd1rMOAX9J7Y7jnZkTUSHY31r4%3D&name=%2BSj%2B2PUJbbwl193CNsu5EdxWXE5xsND8cpXk3bBk59fUYAMPvt8akZKDwNyXCfNWshrsuSoillW5Fvts8kg6zS4fzTBGE5OFAW163MTLwGruwiRTrXXKR%2Fr7oWLdw1Cl39uFF26LAc1xeKWHbUc7uYb%2BgzJE7Mjk47NDcZN12lV7mgTv5DmrL5tty0XgXvPL3S12J%2B94cFxyqHKUqZZiOQ%3D%3D
